year,office,county,party,candidate,electionType,votes
2002,senate,twiggs,republican,saxby chambliss,primary,278
2002,senate,twiggs,republican,saxby chambliss,general,1279
2002,senate,twiggs,democratic,max cleveland,primary,933
2002,senate,twiggs,democratic,max cleland,general,1640
2002,senate,evans,libertarian,sandy thomas,general,33
2002,senate,evans,republican,robert (bob) brown,primary,58
2002,senate,evans,republican,bob irvin,primary,75
2002,senate,evans,republican,saxby chambliss,primary,296
2002,senate,evans,republican,saxby chambliss,general,1209
2002,senate,evans,democratic,max cleveland,primary,777
2002,senate,evans,democratic,max cleland,general,1109
2002,senate,habersham,libertarian,sandy thomas,general,119
2002,senate,habersham,republican,robert (bob) brown,primary,251
2002,senate,habersham,republican,bob irvin,primary,751
2002,senate,habersham,republican,saxby chambliss,primary,888
2002,senate,habersham,republican,saxby chambliss,general,5342
2002,senate,habersham,democratic,max cleveland,primary,1017
2002,senate,habersham,democratic,max cleland,general,2719
2002,senate,bulloch,libertarian,sandy thomas,general,110
2002,senate,bulloch,republican,robert (bob) brown,primary,326
2002,senate,bulloch,republican,bob irvin,primary,561
2002,senate,bulloch,republican,saxby chambliss,primary,2335
2002,senate,bulloch,republican,saxby chambliss,general,6881
2002,senate,bulloch,democratic,max cleveland,primary,1545
2002,senate,bulloch,democratic,max cleland,general,5052
2002,senate,camden,libertarian,sandy thomas,general,127
2002,senate,camden,republican,robert (bob) brown,primary,319
2002,senate,camden,republican,bob irvin,primary,272
2002,senate,camden,republican,saxby chambliss,primary,673
2002,senate,camden,republican,saxby chambliss,general,4069
2002,senate,camden,democratic,max cleveland,primary,748
2002,senate,camden,democratic,max cleland,general,3258
2002,senate,jasper,libertarian,sandy thomas,general,42
2002,senate,jasper,republican,robert (bob) brown,primary,82
2002,senate,jasper,republican,bob irvin,primary,137
2002,senate,jasper,republican,saxby chambliss,primary,526
2002,senate,jasper,republican,saxby chambliss,general,1754
2002,senate,jasper,democratic,max cleveland,primary,441
2002,senate,jasper,democratic,max cleland,general,1279
2002,senate,tift,libertarian,sandy thomas,general,69
2002,senate,tift,republican,robert (bob) brown,primary,113
2002,senate,tift,republican,bob irvin,primary,171
2002,senate,tift,republican,saxby chambliss,primary,1930
2002,senate,tift,republican,saxby chambliss,general,4802
2002,senate,tift,democratic,max cleveland,primary,2054
2002,senate,tift,democratic,max cleland,general,2898
2002,senate,polk,libertarian,sandy thomas,general,151
2002,senate,polk,republican,robert (bob) brown,primary,220
2002,senate,polk,republican,bob irvin,primary,364
2002,senate,polk,republican,saxby chambliss,primary,624
2002,senate,polk,republican,saxby chambliss,general,4526
2002,senate,polk,democratic,max cleveland,primary,3687
2002,senate,polk,democratic,max cleland,general,3954
2002,senate,union,libertarian,sandy thomas,general,95
2002,senate,union,republican,robert (bob) brown,primary,107
2002,senate,union,republican,bob irvin,primary,327
2002,senate,union,republican,saxby chambliss,primary,486
2002,senate,union,republican,saxby chambliss,general,3327
2002,senate,union,democratic,max cleveland,primary,579
2002,senate,union,democratic,max cleland,general,2183
2002,senate,quitman,libertarian,sandy thomas,general,9
2002,senate,quitman,republican,robert (bob) brown,primary,0
2002,senate,quitman,republican,bob irvin,primary,0
2002,senate,quitman,republican,saxby chambliss,primary,1
2002,senate,quitman,republican,saxby chambliss,general,182
2002,senate,quitman,democratic,max cleveland,primary,306
2002,senate,quitman,democratic,max cleland,general,374
2002,senate,long,libertarian,sandy thomas,general,22
2002,senate,long,republican,robert (bob) brown,primary,42
2002,senate,long,republican,bob irvin,primary,36
2002,senate,long,republican,saxby chambliss,primary,91
2002,senate,long,republican,saxby chambliss,general,823
2002,senate,long,democratic,max cleveland,primary,331
2002,senate,long,democratic,max cleland,general,831
2002,senate,atkinson,libertarian,sandy thomas,general,29
2002,senate,atkinson,republican,robert (bob) brown,primary,27
2002,senate,atkinson,republican,bob irvin,primary,36
2002,senate,atkinson,republican,saxby chambliss,primary,311
2002,senate,atkinson,republican,saxby chambliss,general,982
2002,senate,atkinson,democratic,max cleveland,primary,264
2002,senate,atkinson,democratic,max cleland,general,565
2002,senate,seminole,libertarian,sandy thomas,general,25
2002,senate,seminole,republican,robert (bob) brown,primary,22
2002,senate,seminole,republican,bob irvin,primary,21
2002,senate,seminole,republican,saxby chambliss,primary,82
2002,senate,seminole,republican,saxby chambliss,general,900
2002,senate,seminole,democratic,max cleveland,primary,756
2002,senate,seminole,democratic,max cleland,general,1083
2002,senate,screven,libertarian,sandy thomas,general,49
2002,senate,screven,republican,robert (bob) brown,primary,209
2002,senate,screven,republican,bob irvin,primary,271
2002,senate,screven,republican,saxby chambliss,primary,659
2002,senate,screven,republican,saxby chambliss,general,1905
2002,senate,screven,democratic,max cleveland,primary,652
2002,senate,screven,democratic,max cleland,general,2035
2002,senate,white,libertarian,sandy thomas,general,72
2002,senate,white,republican,robert (bob) brown,primary,121
2002,senate,white,republican,bob irvin,primary,386
2002,senate,white,republican,saxby chambliss,primary,632
2002,senate,white,republican,saxby chambliss,general,3821
2002,senate,white,democratic,max cleveland,primary,1401
2002,senate,white,democratic,max cleland,general,2104
2002,senate,wilkinson,libertarian,sandy thomas,general,34
2002,senate,wilkinson,republican,robert (bob) brown,primary,18
2002,senate,wilkinson,republican,bob irvin,primary,11
2002,senate,wilkinson,republican,saxby chambliss,primary,270
2002,senate,wilkinson,republican,saxby chambliss,general,1279
2002,senate,wilkinson,democratic,max cleveland,primary,1136
2002,senate,wilkinson,democratic,max cleland,general,1633
2002,senate,crawford,libertarian,sandy thomas,general,26
2002,senate,crawford,republican,robert (bob) brown,primary,35
2002,senate,crawford,republican,bob irvin,primary,27
2002,senate,crawford,republican,saxby chambliss,primary,570
2002,senate,crawford,republican,saxby chambliss,general,1690
2002,senate,crawford,democratic,max cleveland,primary,712
2002,senate,crawford,democratic,max cleland,general,1186
2002,senate,appling,libertarian,sandy thomas,general,58
2002,senate,appling,republican,robert (bob) brown,primary,56
2002,senate,appling,republican,bob irvin,primary,64
2002,senate,appling,republican,saxby chambliss,primary,950
2002,senate,appling,republican,saxby chambliss,general,2793
2002,senate,appling,democratic,max cleveland,primary,1637
2002,senate,appling,democratic,max cleland,general,1699
2002,senate,gilmer,libertarian,sandy thomas,general,100
2002,senate,gilmer,republican,robert (bob) brown,primary,311
2002,senate,gilmer,republican,bob irvin,primary,656
2002,senate,gilmer,republican,saxby chambliss,primary,1016
2002,senate,gilmer,republican,saxby chambliss,general,3869
2002,senate,gilmer,democratic,max cleveland,primary,786
2002,senate,gilmer,democratic,max cleland,general,2056
2002,senate,wheeler,libertarian,sandy thomas,general,8
2002,senate,wheeler,republican,robert (bob) brown,primary,7
2002,senate,wheeler,republican,bob irvin,primary,16
2002,senate,wheeler,republican,saxby chambliss,primary,207
2002,senate,wheeler,republican,saxby chambliss,general,746
2002,senate,wheeler,democratic,max cleveland,primary,208
2002,senate,wheeler,democratic,max cleland,general,608
2002,senate,fayette,libertarian,sandy thomas,general,396
2002,senate,fayette,republican,robert (bob) brown,primary,1357
2002,senate,fayette,republican,bob irvin,primary,3533
2002,senate,fayette,republican,saxby chambliss,primary,6341
2002,senate,fayette,republican,saxby chambliss,general,22092
2002,senate,fayette,democratic,max cleveland,primary,2753
2002,senate,fayette,democratic,max cleland,general,11364
2002,senate,oconee,libertarian,sandy thomas,general,145
2002,senate,oconee,republican,robert (bob) brown,primary,592
2002,senate,oconee,republican,bob irvin,primary,967
2002,senate,oconee,republican,saxby chambliss,primary,2368
2002,senate,oconee,republican,saxby chambliss,general,6821
2002,senate,oconee,democratic,max cleveland,primary,1217
2002,senate,oconee,democratic,max cleland,general,3418
2002,senate,brantley,libertarian,sandy thomas,general,62
2002,senate,brantley,republican,robert (bob) brown,primary,113
2002,senate,brantley,republican,bob irvin,primary,91
2002,senate,brantley,republican,saxby chambliss,primary,502
2002,senate,brantley,republican,saxby chambliss,general,2087
2002,senate,brantley,democratic,max cleveland,primary,1002
2002,senate,brantley,democratic,max cleland,general,1147
2002,senate,toombs,libertarian,sandy thomas,general,69
2002,senate,toombs,republican,robert (bob) brown,primary,176
2002,senate,toombs,republican,bob irvin,primary,184
2002,senate,toombs,republican,saxby chambliss,primary,1355
2002,senate,toombs,republican,saxby chambliss,general,3865
2002,senate,toombs,democratic,max cleveland,primary,1139
2002,senate,toombs,democratic,max cleland,general,2262
2002,senate,towns,libertarian,sandy thomas,general,38
2002,senate,towns,republican,robert (bob) brown,primary,123
2002,senate,towns,republican,bob irvin,primary,298
2002,senate,towns,republican,saxby chambliss,primary,418
2002,senate,towns,republican,saxby chambliss,general,1880
2002,senate,towns,democratic,max cleveland,primary,746
2002,senate,towns,democratic,max cleland,general,1335
2002,senate,ware,libertarian,sandy thomas,general,62
2002,senate,ware,republican,robert (bob) brown,primary,74
2002,senate,ware,republican,bob irvin,primary,109
2002,senate,ware,republican,saxby chambliss,primary,1882
2002,senate,ware,republican,saxby chambliss,general,4939
2002,senate,ware,democratic,max cleveland,primary,1542
2002,senate,ware,democratic,max cleland,general,2505
2002,senate,dougherty,libertarian,sandy thomas,general,142
2002,senate,dougherty,republican,robert (bob) brown,primary,59
2002,senate,dougherty,republican,bob irvin,primary,180
2002,senate,dougherty,republican,saxby chambliss,primary,1577
2002,senate,dougherty,republican,saxby chambliss,general,8834
2002,senate,dougherty,democratic,max cleveland,primary,13027
2002,senate,dougherty,democratic,max cleland,general,14066
2002,senate,mcduffie,libertarian,sandy thomas,general,50
2002,senate,mcduffie,republican,robert (bob) brown,primary,219
2002,senate,mcduffie,republican,bob irvin,primary,334
2002,senate,mcduffie,republican,saxby chambliss,primary,633
2002,senate,mcduffie,republican,saxby chambliss,general,2529
2002,senate,mcduffie,democratic,max cleveland,primary,793
2002,senate,mcduffie,democratic,max cleland,general,1965
2002,senate,pierce,libertarian,sandy thomas,general,31
2002,senate,pierce,republican,robert (bob) brown,primary,91
2002,senate,pierce,republican,bob irvin,primary,85
2002,senate,pierce,republican,saxby chambliss,primary,1125
2002,senate,pierce,republican,saxby chambliss,general,2945
2002,senate,pierce,democratic,max cleveland,primary,484
2002,senate,pierce,democratic,max cleland,general,1091
2002,senate,dooly,libertarian,sandy thomas,general,28
2002,senate,dooly,republican,robert (bob) brown,primary,26
2002,senate,dooly,republican,bob irvin,primary,30
2002,senate,dooly,republican,saxby chambliss,primary,498
2002,senate,dooly,republican,saxby chambliss,general,1324
2002,senate,dooly,democratic,max cleveland,primary,782
2002,senate,dooly,democratic,max cleland,general,1407
2002,senate,oglethorpe,libertarian,sandy thomas,general,60
2002,senate,oglethorpe,republican,robert (bob) brown,primary,192
2002,senate,oglethorpe,republican,bob irvin,primary,408
2002,senate,oglethorpe,republican,saxby chambliss,primary,681
2002,senate,oglethorpe,republican,saxby chambliss,general,1954
2002,senate,oglethorpe,democratic,max cleveland,primary,476
2002,senate,oglethorpe,democratic,max cleland,general,1381
2002,senate,tattnall,libertarian,sandy thomas,general,56
2002,senate,tattnall,republican,robert (bob) brown,primary,74
2002,senate,tattnall,republican,bob irvin,primary,81
2002,senate,tattnall,republican,saxby chambliss,primary,303
2002,senate,tattnall,republican,saxby chambliss,general,2482
2002,senate,tattnall,democratic,max cleveland,primary,1970
2002,senate,tattnall,democratic,max cleland,general,2051
2002,senate,dade,libertarian,sandy thomas,general,54
2002,senate,dade,republican,robert (bob) brown,primary,320
2002,senate,dade,republican,bob irvin,primary,225
2002,senate,dade,republican,saxby chambliss,primary,327
2002,senate,dade,republican,saxby chambliss,general,1952
2002,senate,dade,democratic,max cleveland,primary,257
2002,senate,dade,democratic,max cleland,general,1253
2002,senate,morgan,libertarian,sandy thomas,general,65
2002,senate,morgan,republican,robert (bob) brown,primary,137
2002,senate,morgan,republican,bob irvin,primary,338
2002,senate,morgan,republican,saxby chambliss,primary,835
2002,senate,morgan,republican,saxby chambliss,general,2839
2002,senate,morgan,democratic,max cleveland,primary,822
2002,senate,morgan,democratic,max cleland,general,1921
2002,senate,henry,libertarian,sandy thomas,general,518
2002,senate,henry,republican,robert (bob) brown,primary,1363
2002,senate,henry,republican,bob irvin,primary,3236
2002,senate,henry,republican,saxby chambliss,primary,5643
2002,senate,henry,republican,saxby chambliss,general,21552
2002,senate,henry,democratic,max cleveland,primary,4034
2002,senate,henry,democratic,max cleland,general,12440
2002,senate,terrell,libertarian,sandy thomas,general,27
2002,senate,terrell,republican,robert (bob) brown,primary,17
2002,senate,terrell,republican,bob irvin,primary,153
2002,senate,terrell,republican,saxby chambliss,primary,192
